time,population
2026.3726231574333,2721161.3569063665
2026.375363033591,2722057.797517999
2026.3781029097486,2722954.3128086366
2026.380842785906,2723850.9026391204
2026.3835826620636,2724747.566870468
2026.3863225382213,2725644.3053634246
2026.389062414379,2726541.117978763
2026.3918022905364,2727438.004577133
2026.394542166694,2728334.9650193616
2026.3972820428517,2729231.9991660044
2026.4000219190093,2730129.106877643
2026.402761795167,2731026.2880148147
2026.4055016713244,2731923.5424379325
2026.408241547482,2732820.870007587
2026.4109814236397,2733718.2705840976
2026.4137212997973,2734615.744027812
2026.4164611759547,2735513.2901989557
2026.4192010521124,2736410.9089579326
2026.42194092827,2737308.600164876
2026.4246808044277,2738206.3636799455
2026.4274206805853,2739104.1993632554
2026.4301605567427,2740002.1070747986
2026.4329004329004,2740900.086674748
2026.435640309058,2741798.138023002
2026.4383801852157,2742696.2609794918
2026.441120061373,2743594.4554040246
2026.4438599375308,2744492.7211565874
2026.4465998136884,2745391.058096897
2026.449339689846,2746289.4660846987
2026.4520795660037,2747187.944979692
2026.4548194421611,2748086.494641457
2026.4575593183188,2748985.1149297524
2026.4602991944764,2749883.8057040656
2026.463039070634,2750782.5668239156
2026.4657789467917,2751681.3981487737
2026.4685188229491,2752580.2995379935
2026.4712586991068,2753479.270851107
2026.4739985752644,2754378.311947375
2026.476738451422,2755277.422686092
2026.4794783275795,2756176.60292643
2026.4822182037371,2757075.85252774
2026.4849580798948,2757975.171349107
2026.4876979560524,2758874.5592496423
2026.49043783221,2759774.016088417
2026.4931777083675,2760673.5417243796
2026.4959175845252,2761573.1360166594
2026.4986574606828,2762472.7988241194
2026.5013973368405,2763372.530005649
2026.5041372129979,2764272.329420022
2026.5068770891555,2765172.1969261914
2026.5096169653132,2766072.1323828422
2026.5123568414708,2766972.13564869
2026.5150967176285,2767872.2065824075
2026.517836593786,2768772.345042548
2026.5205764699435,2769672.5508878464
2026.5233163461012,2770572.8239767672
2026.5260562222588,2771473.1641678116
2026.5287960984163,2772373.5713193575
2026.531535974574,2773274.045289966
2026.5342758507315,2774174.585937931
2026.5370157268892,2775075.1931215785
2026.5397556030468,2775975.866699189
2026.5424954792043,2776876.606528929
2026.545235355362,2777777.412469144
2026.5479752315196,2778678.284377913
2026.5507151076772,2779579.222113347
2026.5534549838346,2780480.225533441
2026.5561948599923,2781381.2944963705
2026.55893473615,2782282.4288600436
2026.5616746123076,2783183.6284824032
2026.5644144884652,2784084.893221349
2026.5671543646226,2784986.2229346633
2026.5698942407803,2785887.617480311
2026.572634116938,2786789.076715991
2026.5753739930956,2787690.600499435
2026.578113869253,2788592.1886882572
2026.5808537454106,2789493.8411402567
2026.5835936215683,2790395.5577129656
2026.586333497726,2791297.3382639475
2026.5890733738836,2792199.1826507286
2026.591813250041,2793101.090730714
2026.5945531261987,2794003.062361497
2026.5972930023563,2794905.0974004013
2026.600032878514,2795807.1957047866
2026.6027727546714,2796709.3571318965
2026.605512630829,2797611.5815391573
2026.6082525069867,2798513.868783732
2026.6109923831443,2799416.218722815
2026.613732259302,2800318.631213563
2026.6164721354594,2801221.1061130143
2026.619212011617,2802123.643278394
2026.6219518877747,2803026.24256666
2026.6246917639323,2803928.9038348077
2026.62743164009,2804831.6269397894
2026.6301715162474,2805734.411738444
2026.632911392405,2806637.258087795
2026.6356512685627,2807540.1658446016
2026.6383911447203,2808443.134865656
2026.6411310208778,2809346.165007639
2026.6438708970354,2810249.2561274143
2026.646610773193,2811152.408081582
2026.6493506493507,2812055.6207267763
2026.6520905255084,2812958.8939195946
2026.6548304016658,2813862.22751652
2026.6575702778234,2814765.621374217
2026.660310153981,2815669.0753490916
2026.6630500301387,2816572.589297582
2026.6657899062961,2817476.1630760143
2026.6685297824538,2818379.7965409006
2026.6712696586114,2819283.489548489
2026.674009534769,2820187.2419550633
2026.6767494109267,2821091.0536168697
2026.6794892870842,2821994.9243900403
2026.6822291632418,2822898.854130895
2026.6849690393994,2823802.8426954886
2026.687708915557,2824706.8899399135
2026.6904487917145,2825610.995720149
2026.6931886678722,2826515.159892363
2026.6959285440298,2827419.3823124575
2026.6986684201875,2828323.662836374
2026.701408296345,2829228.001320014
2026.7041481725025,2830132.397619168
2026.7068880486602,2831036.8515898157
2026.7096279248178,2831941.3630876695
2026.7123678009755,2832845.9319684836
2026.715107677133,2833750.558087899
2026.7178475532905,2834655.241301742
2026.7205874294482,2835559.981465581
2026.7233273056058,2836464.7784350174
2026.7260671817635,2837369.632065621
2026.728807057921,2838274.5422128458
2026.7315469340786,2839179.5087323356
2026.7342868102362,2840084.5314794723
2026.7370266863938,2840989.610309676
2026.7397665625513,2841894.7450782545
2026.742506438709,2842799.9356407076
2026.7452463148666,2843705.1818522695
2026.7479861910242,2844610.483568216
2026.7507260671819,2845515.8406437854
2026.7534659433393,2846421.2529341057
2026.756205819497,2847326.7202944937
2026.7589456956546,2848232.242580005
2026.7616855718122,2849137.819645735
2026.7644254479696,2850043.4513466684
2026.7671653241273,2850949.1375379786
2026.769905200285,2851854.8780745794
2026.7726450764426,2852760.672811424
2026.7753849526002,2853666.52160343
2026.7781248287577,2854572.424305405
2026.7808647049153,2855478.3807723452
2026.783604581073,2856384.3908589906
2026.7863444572306,2857290.4544201163
2026.789084333388,2858196.5713103903
2026.7918242095457,2859102.7413846715
2026.7945640857033,2860008.964497558
2026.797303961861,2860915.2405036865
2026.8000438380186,2861821.5692576636
2026.802783714176,2862727.950613982
2026.8055235903337,2863634.384427328
2026.8082634664913,2864540.8705521286
2026.811003342649,2865447.4088428495
2026.8137432188066,2866353.999153925
2026.816483094964,2867260.6413396783
2026.8192229711217,2868167.3352546245
2026.8219628472793,2869074.080753022
2026.824702723437,2869980.877689167
2026.8274425995944,2870887.72591725
2026.830182475752,2871794.6252916497
2026.8329223519097,2872701.575666492
2026.8356622280673,2873608.5768959387
2026.838402104225,2874515.628834122
2026.8411419803824,2875422.7313350635
2026.84388185654,2876329.884252979
2026.8466217326977,2877237.087441826
2026.8493616088554,2878144.340755604
2026.8521014850128,2879051.644048202
2026.8548413611704,2879958.997173707
2026.857581237328,2880866.399985943
2026.8603211134857,2881773.8523387806
2026.8630609896434,2882681.354086055
2026.8658008658008,2883588.9050814956
2026.8685407419584,2884496.5051790243
2026.871280618116,2885404.1542323073
2026.8740204942737,2886311.8520950517
2026.8767603704312,2887219.5986208566
2026.8795002465888,2888127.3936635205
2026.8822401227465,2889035.237076578
2026.884979998904,2889943.1287136115
2026.8877198750617,2890851.068428169
2026.8904597512192,2891759.056073694
2026.8931996273768,2892667.091503824
2026.8959395035345,2893575.1745719393
2026.898679379692,2894483.3051314633
2026.9014192558495,2895391.4830357144
2026.9041591320072,2896299.708138206
2026.9068990081648,2897207.980292193
2026.9096388843225,2898116.2993509774
2026.9123787604801,2899024.665167828
2026.9151186366375,2899933.0775959096
2026.9178585127952,2900841.536488581
2026.9205983889528,2901750.041698946
2026.9233382651105,2902658.5930801528
2026.926078141268,2903567.1904852437
2026.9288180174256,2904475.833767458
2026.9315578935832,2905384.5227797762
2026.9342977697409,2906293.2573752278
2026.9370376458985,2907202.0374068106
2026.939777522056,2908110.8627274167
2026.9425173982136,2909019.733190137
2026.9452572743712,2909928.6486478043
2026.9479971505289,2910837.608953298
2026.9507370266863,2911746.6139593935
2026.953476902844,2912655.6635190626
2026.9562167790016,2913564.757485021
2026.9589566551592,2914473.8957100324
2026.9616965313169,2915383.07804683
2026.9644364074743,2916292.304348043
2026.967176283632,2917201.5744664986
2026.9699161597896,2918110.8882547696
2026.9726560359472,2919020.2455654726
2026.975395912105,2919929.6462511993
2026.9781357882623,2920839.0901644365
2026.98087566442,2921748.577157867
2026.9836155405776,2922658.107083922
2026.9863554167353,2923567.6797950775
2026.9890952928927,2924477.2951437077
2026.9918351690503,2925386.9529823847
2026.994575045208,2926296.653163425
2026.9973149213656,2927206.395539196
2027.0000547975233,2928116.1799620353
2027.0027946736807,2929026.0062841764
2027.0055345498383,2929935.874358053
2027.008274425996,2930845.784035846
2027.0110143021536,2931755.7351697832
2027.013754178311,2932665.7276119897
2027.0164940544687,2933575.7612147913
2027.0192339306263,2934485.8358302577
2027.021973806784,2935395.9513105103
2027.0247136829416,2936306.1075076414
2027.027453559099,2937216.3042736417
2027.0301934352567,2938126.541460702
2027.0329333114144,2939036.8189207604
2027.035673187572,2939947.1365058045
2027.0384130637294,2940857.494067718
2027.041152939887,2941767.8914585863
2027.0438928160447,2942678.3285302427
2027.0466326922024,2943588.8051345684
2027.04937256836,2944499.3211234203
2027.0521124445174,2945409.8763485514
2027.054852320675,2946320.47066192
2027.0575921968327,2947231.1039152276
2027.0603320729904,2948141.775960228
2027.0630719491478,2949052.4866485726
2027.0658118253054,2949963.235832116
2027.068551701463,2950874.0233624587
2027.0712915776207,2951784.8490912546
2027.0740314537784,2952695.712870128
2027.0767713299358,2953606.614550606
2027.0795112060935,2954517.5539844185
2027.082251082251,2955428.5310230386
2027.0849909584088,2956339.5455179974
2027.0877308345662,2957250.59732072
2027.0904707107238,2958161.6862828364
2027.0932105868815,2959072.8122557243
2027.0959504630391,2959983.9750908148
2027.0986903391968,2960895.1746395114
2027.1014302153542,2961806.410753121
2027.1041700915118,2962717.6832831516
2027.1069099676695,2963628.992080861
2027.1096498438271,2964540.336997559
2027.1123897199845,2965451.7178844535
2027.1151295961422,2966363.134592961
2027.1178694722998,2967274.586974242
2027.1206093484575,2968186.0748795117
2027.1233492246151,2969097.5981599637
2027.1260891007726,2970009.1566666877
2027.1288289769302,2970920.7502509826
2027.1315688530879,2971832.3787638946
2027.1343087292455,2972744.0420565214
2027.137048605403,2973655.739979865
2027.1397884815606,2974567.47238513
2027.1425283577182,2975479.2391232722
2027.1452682338759,2976391.040045298
2027.1480081100335,2977302.875002195
2027.150747986191,2978214.74384485
2027.1534878623486,2979126.646424355
2027.1562277385062,2980038.5825915546
2027.1589676146639,2980950.5521973446
2027.1617074908215,2981862.5550925997
2027.164447366979,2982774.591128098
2027.1671872431366,2983686.660154821
2027.1699271192942,2984598.762023502
2027.172666995452,2985510.8965849304
2027.1754068716093,2986423.063689795
2027.178146747767,2987335.2631889926
2027.1808866239246,2988247.4949331703
2027.1836265000823,2989159.758773032
2027.18636637624,2990072.054559258
2027.1891062523973,2990984.382142431
2027.191846128555,2991896.7413733443
2027.1945860047126,2992809.1321025384
2027.1973258808703,2993721.5541806123
2027.2000657570277,2994634.0074580656
2027.2028056331853,2995546.4917856073
2027.205545509343,2996459.0070136967
2027.2082853855006,2997371.55299285
2027.2110252616583,2998284.129573563
2027.2137651378157,2999196.736606234
2027.2165050139733,3000109.373941469
2027.219244890131,3001022.04142963
2027.2219847662886,3001934.73892113
2027.224724642446,3002847.466266288
2027.2274645186037,3003760.2233156334
2027.2302043947614,3004673.0099194464
2027.232944270919,3005585.825928062
2027.2356841470767,3006498.6711917995
2027.238424023234,3007411.54556088
2027.2411638993917,3008324.4488857347
2027.2439037755494,3009237.381016547
2027.246643651707,3010150.341803558
2027.2493835278644,3011063.331096915
2027.252123404022,3011976.3487469708
2027.2548632801797,3012889.3946038345
2027.2576031563374,3013802.4685176723
2027.260343032495,3014715.570338633
2027.2630829086524,3015628.6999167674
2027.26582278481,3016541.8571023396
2027.2685626609677,3017455.0417453647
2027.2713025371254,3018368.253695918
2027.2740424132828,3019281.492803979
2027.2767822894405,3020194.75891974
2027.279522165598,3021108.051893144
2027.2822620417558,3022021.3715741946
2027.2850019179134,3022934.7178128767
2027.2877417940708,3023848.0904590823
2027.2904816702285,3024761.4893629136
2027.2932215463861,3025674.914374228
2027.2959614225438,3026588.3653429407
2027.2987012987012,3027501.842118875
2027.3014411748588,3028415.344552065
2027.3041810510165,3029328.872492298
2027.3069209271741,3030242.4257894233
2027.3096608033318,3031156.004293271
2027.3124006794892,3032069.607853581
2027.3151405556468,3032983.2363203024
2027.3178804318045,3033896.8895431403
2027.3206203079621,3034810.5673718606
2027.3233601841196,3035724.2696561366
2027.3261000602772,3036637.9962458527
2027.3288399364349,3037551.7469906504
2027.3315798125925,3038465.52174023
2027.3343196887502,3039379.3203442767
2027.3370595649076,3040293.1426523835
2027.3397994410652,3041206.988514356
2027.3425393172229,3042120.857779756
2027.3452791933805,3043034.7502982086
2027.3480190695382,3043948.665919318
2027.3507589456956,3044862.604492602
2027.3534988218532,3045776.5658677886
2027.3562386980109,3046690.549894364
2027.3589785741685,3047604.556421876
2027.361718450326,3048518.5852997787
2027.3644583264836,3049432.636377743
2027.3671982026412,3050346.709505195
2027.369938078799,3051260.8045316227
2027.3726779549565,3052174.9213064997
2027.375417831114,3053089.059679209
2027.3781577072716,3054003.2194993487
2027.3808975834293,3054917.4006162714
2027.383637459587,3055831.602879396
2027.3863773357443,3056745.8261380484
2027.389117211902,3057660.0702417693
2027.3918570880596,3058574.3350398587
2027.3945969642173,3059488.620381676
2027.397336840375,3060402.9261165718
2027.4000767165323,3061317.252093803
2027.40281659269,3062231.5981628424
2027.4055564688476,3063145.9641729225
2027.4082963450053,3064060.3499733373
2027.4110362211627,3064974.755413293
2027.4137760973204,3065889.1803422095
2027.416515973478,3066803.624609266
2027.4192558496356,3067718.0880637076
2027.4219957257933,3068632.570554762
2027.4247356019507,3069547.071931573
2027.4274754781084,3070461.5920434953
2027.430215354266,3071376.1307396474
2027.4329552304237,3072290.6878692093
2027.435695106581,3073205.263281274
2027.4384349827387,3074119.8568251487
2027.4411748588964,3075034.468349902
2027.443914735054,3075949.0977046667
2027.4466546112117,3076863.744738562
2027.449394487369,3077778.4093006225
2027.4521343635267,3078693.091240096
2027.4548742396844,3079607.790405993
2027.457614115842,3080522.506647389
2027.4603539919995,3081437.239813269
2027.463093868157,3082351.9897528384
2027.4658337443148,3083266.7563150614
2027.4685736204724,3084181.5393489692
2027.47131349663,3085096.338703579
2027.4740533727875,3086011.154227824
2027.4767932489451,3086925.9857708523
2027.4795331251028,3087840.833181577
2027.4822730012604,3088755.6963089723
2027.4850128774178,3089670.575001931
2027.4877527535755,3090585.469109558
2027.4904926297331,3091500.3784807236
2027.4932325058908,3092415.302964364
2027.4959723820484,3093330.242409405
2027.4987122582058,3094245.196664684
2027.5014521343635,3095160.1655792617
2027.5041920105211,3096075.1490019555
2027.5069318866788,3096990.146781653
2027.5096717628364,3097905.1587672317
2027.5124116389939,3098820.184807483
2027.5151515151515,3099735.224751416
2027.5178913913091,3100650.278447805
2027.5206312674668,3101565.3457454904
2027.5233711436242,3102480.426493224
2027.5261110197819,3103395.5205399846
2027.5288508959395,3104310.627734506
2027.5315907720972,3105225.747925594
2027.5343306482548,3106140.880962046
2027.5370705244122,3107056.02669257
2027.5398104005699,3107971.184966101
2027.5425502767275,3108886.3556313305
2027.5452901528852,3109801.538537023
2027.5480300290426,3110716.7335318574
2027.5507699052002,3111631.9404647304
2027.553509781358,3112547.1591843064
2027.5562496575155,3113462.389539316
2027.5589895336732,3114377.6313784807
2027.5617294098306,3115292.884550441
2027.5644692859883,3116208.148904057
2027.567209162146,3117123.4242879543
2027.5699490383035,3118038.710550825
2027.572688914461,3118954.0075412793
2027.5754287906186,3119869.3151081484
2027.5781686667763,3120784.6331000286
2027.580908542934,3121699.9613655847
2027.5836484190916,3122615.299753476
2027.586388295249,3123530.648112276
2027.5891281714066,3124446.006290783
2027.5918680475643,3125361.3741375604
2027.594607923722,3126276.7515012394
2027.5973477998793,3127192.13823037
2027.600087676037,3128107.534173724
2027.6028275521946,3129022.939179838
2027.6055674283523,3129938.353097321
2027.60830730451,3130853.7757747737
2027.6110471806674,3131769.207060716
2027.613787056825,3132684.6468038904
2027.6165269329827,3133600.094852805
2027.6192668091403,3134515.55105604
2027.6220066852977,3135431.0152620915
2027.6247465614554,3136346.487319681
2027.627486437613,3137261.967077295
2027.6302263137707,3138177.4543834915
2027.6329661899283,3139092.949086825
2027.6357060660857,3140008.451035766
2027.6384459422434,3140923.9600790115
2027.641185818401,3141839.476065022
2027.6439256945587,3142754.998842333
2027.646665570716,3143670.5282593984
2027.6494054468737,3144586.064164894
2027.6521453230314,3145501.6064072675
2027.654885199189,3146417.1548350314
2027.6576250753467,3147332.7092967024
2027.660364951504,3148248.2696407107
2027.6631048276618,3149163.8357157134
2027.6658447038194,3150079.407370136
2027.668584579977,3150994.9844524753
2027.6713244561345,3151910.566811149
2027.6740643322921,3152826.1542948005
2027.6768042084498,3153741.746751839
2027.6795440846074,3154657.344030747
2027.682283960765,3155572.9459800087
2027.6850238369225,3156488.552448021
2027.6877637130801,3157404.1632834123
2027.6905035892378,3158319.7783345776
2027.6932434653954,3159235.397449985
2027.695983341553,3160151.0204781014
2027.6987232177105,3161066.6472673127
2027.7014630938681,3161982.277666232
2027.7042029700258,3162897.911523242
2027.7069428461834,3163813.5486867996
2027.7096827223409,3164729.189005281
2027.7124225984985,3165644.83232729
2027.7151624746562,3166560.4785012016
2027.7179023508138,3167476.127375463
2027.7206422269714,3168391.778798521
2027.7233821031289,3169307.432618743
2027.7261219792865,3170223.0886847256
2027.7288618554442,3171138.7468448314
2027.7316017316018,3172054.4069475024
2027.7343416077592,3172970.0688411016
2027.7370814839169,3173885.7323742174
2027.7398213600745,3174801.39739521
2027.7425612362322,3175717.063752515
2027.7453011123898,3176632.7312945677
2027.7480409885472,3177548.3998697256
2027.750780864705,3178464.0693265744
2027.7535207408625,3179379.7395134685
2027.7562606170202,3180295.4102788423
2027.7590004931776,3181211.0814710497
2027.7617403693353,3182126.7529386757
2027.764480245493,3183042.424530073
2027.7672201216506,3183958.096093675
2027.7699599978082,3184873.767477912
2027.7726998739656,3185789.4385311385
2027.7754397501233,3186705.1091019395
2027.778179626281,3187620.779038669
2027.7809195024386,3188536.448189761
2027.783659378596,3189452.116403571
2027.7863992547536,3190367.7835286837
2027.7891391309113,3191283.449413459
2027.791879007069,3192199.11390633
2027.7946188832266,3193114.7768557337
2027.797358759384,3194030.4381100303
2027.8000986355416,3194946.09751781
2027.8028385116993,3195861.754927435
2027.805578387857,3196777.410187348
2027.8083182640144,3197693.0631459123
2027.811058140172,3198608.713651724
2027.8137980163297,3199524.361553154
2027.8165378924873,3200440.006698647
2027.819277768645,3201355.6489366526
2027.8220176448024,3202271.2881155442
2027.82475752096,3203186.924083928
2027.8274973971177,3204102.5566901816
2027.8302372732753,3205018.1857827622
2027.8329771494327,3205933.811210052
2027.8357170255904,3206849.4328206666
2027.838456901748,3207765.050462993
2027.8411967779057,3208680.6639854973
2027.8439366540633,3209596.2732366505
2027.8466765302207,3210511.8780648476
2027.8494164063784,3211427.478318718
2027.852156282536,3212343.073846661
2027.8548961586937,3213258.66449716
2027.857636034851,3214174.2501186244
2027.8603759110088,3215089.830559692
2027.8631157871664,3216005.4056687793
2027.865855663324,3216920.975294382
2027.8685955394817,3217836.539284997
2027.8713354156391,3218752.0974890525
2027.8740752917968,3219667.649755205
2027.8768151679544,3220583.19593189
2027.879555044112,3221498.73586762
2027.8822949202697,3222414.2694109147
2027.8850347964271,3223329.79641022
2027.8877746725848,3224245.316714215
2027.8905145487424,3225160.8301713546
2027.8932544249,3226076.3366301744
2027.8959943010575,3226991.835939139
2027.8987341772151,3227907.327946945
2027.9014740533728,3228822.812502068
2027.9042139295304,3229738.2894530613
2027.906953805688,3230653.7586484854
2027.9096936818455,3231569.2199368295
2027.9124335580032,3232484.6731668157
2027.9151734341608,3233400.1181869432
2027.9179133103185,3234315.554845794
2027.9206531864759,3235230.9829918784
2027.9233930626335,3236146.4024739405
2027.9261329387912,3237061.8131405017
2027.9288728149488,3237977.2148401663
2027.9316126911065,3238892.6074215444
2027.9343525672639,3239807.990733176
2027.9370924434215,3240723.3646238334
2027.9398323195792,3241638.7289420706
2027.9425721957368,3242554.0835365206
2027.9453120718943,3243469.42825575
2027.948051948052,3244384.7629485563
2027.9507918242095,3245300.0874635186
2027.9535317003672,3246215.4016492986
2027.9562715765248,3247130.7053545616
2027.9590114526823,3248045.998427908
2027.96175132884,3248961.2807181715
2027.9644912049976,3249876.5520739644
2027.9672310811552,3250791.8123439816
2027.9699709573126,3251707.061376852
2027.9727108334703,3252622.2990214387
2027.975450709628,3253537.5251263827
2027.9781905857856,3254452.73954041
2027.9809304619432,3255367.942112255
2027.9836703381006,3256283.1326905824
2027.9864102142583,3257198.3111242945
2027.989150090416,3258113.477262072
2027.9918899665736,3259028.630952681
2027.994629842731,3259943.7720448193
2027.9973697188886,3260858.9003874213
2028.0001095950463,3261774.015829201
2028.002849471204,3262689.1182189574
2028.0055893473616,3263604.2074054996
2028.008329223519,3264519.2832375667
2028.0110690996767,3265434.3455641363
2028.0138089758343,3266349.394233967
2028.016548851992,3267264.429095903
2028.0192887281494,3268179.449998719
2028.022028604307,3269094.4567914293
2028.0247684804647,3270009.44932283
2028.0275083566223,3270924.4274418
2028.03024823278,3271839.3909972296
2028.0329881089374,3272754.339837943
2028.035727985095,3273669.2738130013
2028.0384678612527,3274584.192771248
2028.0412077374103,3275499.0965616116
2028.043947613568,3276413.985033031
2028.0466874897254,3277328.8580343802
2028.049427365883,3278243.7154147704
2028.0521672420407,3279158.557023096
2028.0549071181983,3280073.3827083358
2028.0576469943558,3280988.1923194057
2028.0603868705134,3281902.9857054586
2028.063126746671,3282817.762715432
2028.0658666228287,3283732.5231983466
2028.0686064989864,3284647.2670032377
2028.0713463751438,3285561.993979074
2028.0740862513014,3286476.7039750637
2028.076826127459,3287391.396840197
2028.0795660036167,3288306.0724235545
2028.0823058797741,3289220.7305741482
2028.0850457559318,3290135.3711412326
2028.0877856320894,3291049.9939738447
2028.090525508247,3291964.5989211095
2028.0932653844047,3292879.1858321633
2028.0960052605622,3293793.7545560794
2028.0987451367198,3294708.3049421697
2028.1014850128774,3295622.836839531
2028.104224889035,3296537.3500973494
2028.1069647651925,3297451.844564745
2028.1097046413502,3298366.3200910795
2028.1124445175078,3299280.7765254998
2028.1151843936655,3300195.2137172404
2028.117924269823,3301109.631515549
2028.1206641459805,3302024.02976961
2028.1234040221382,3302938.408328849
2028.1261438982958,3303852.7670424758
2028.1288837744535,3304767.1057597892
2028.131623650611,3305681.424330027
2028.1343635267685,3306595.7226026664
2028.1371034029262,3307510.0004269714
2028.1398432790838,3308424.2576522944
2028.1425831552415,3309338.4941280014
2028.145323031399,3310252.7097033975
2028.1480629075566,3311166.9042280284
2028.1508027837142,3312081.077551226
2028.1535426598718,3312995.2295224112
2028.1562825360293,3313909.3599909456
2028.159022412187,3314823.46880643
2028.1617622883446,3315737.555818254
2028.1645021645022,3316651.6208758964
2028.1672420406599,3317565.6638288493
2028.1699819168173,3318479.684526546
2028.172721792975,3319393.6828186605
2028.1754616691326,3320307.6585546546
2028.1782015452902,3321221.6115840804
2028.1809414214476,3322135.5417564297
2028.1836812976053,3323049.4489214364
2028.186421173763,3323963.332928622
2028.1891610499206,3324877.1936276
2028.1919009260782,3325791.030867999
2028.1946408022357,3326704.8444993864
2028.1973806783933,3327618.634371573
2028.200120554551,3328532.4003341584
2028.2028604307086,3329446.142236834
2028.205600306866,3330359.859929229
2028.2083401830237,3331273.5532612195
2028.2110800591813,3332187.222082468
2028.213819935339,3333100.8662427296
